chapter	verse	text
15	20	He has not commanded any man to be ungodly; And he has not given any man licence to sin.
16	1	Desire not a multitude of unprofitable children, Neither delight in ungodly sons.
16	2	If they multiply, delight not in them, Except the fear of the Lord be with them.
16	3	Trust not you in their life, Neither rely on their condition: For one is better than a thousand; And to die childless than to have ungodly children.
16	4	For from one that has understanding will a city be peopled; But a race of wicked men will be made desolate.
16	5	Many such things I have seen with my eyes; And my ear has heard mightier things than these.
16	6	In the congregation of sinners will a fire be kindled; And in a disobedient nation wrath is kindled.
16	7	He was not pacified toward the giants of old time, Who revolted in their strength.
16	8	He spared not those with whom Lot sojourned, Whom he abhorred for their pride.
16	9	He pitied not the people of perdition, Who were taken away in their sins.
16	10	And in like manner the six hundred thousand footmen, Who were gathered together in the hardness of their hearts.
16	11	Even if there be one stiff-necked person, It is marvel if he will be unpunished: For mercy and wrath are with him; He is mighty to forgive, and he pours out wrath.
16	12	As his mercy is great, so is his correction also: He judges a man according to his works.
16	13	The sinner will not escape with his plunder; And the perseverance of the godly will not be frustrated.
16	14	He will make room for every work of mercy; Each man will find according to his works.
16	17	Don’t say, I shall be hidden from the Lord; And who will remember me from on high? I will not be known among so many people; For what is my soul in a boundless creation?
16	18	Behold, the heaven, and the heaven of heavens, The deep, and the earth, will be moved when he shall visit.
16	19	The mountains and the foundations of the earth together Are shaken with trembling, when he looks upon them.
16	20	And no heart will think upon these things: And who shall conceive his ways?
16	21	And there is a tempest which no man will see; Yes, the more part of his works are hid.
16	22	Who will declare the works of his righteousness? Or who will endure them? For his covenant is afar off.
16	23	He that is lacking in understanding thinks upon these things; And an unwise and erring man thinks follies.
16	24	My son, hearken to me, and learn knowledge, And give heed to my words with your heart.
16	25	I will show forth instruction by weight, And declare knowledge exactly.
16	26	In the judgement of the Lord are his works from the beginning; And from the making of them he disposed the parts thereof.
16	27	He garnished his works forever, And the beginnings of them to their generations: They neither hunger, nor are weary, And they cease not from their works.
16	28	No one thrusteth aside his neighbor; And they will never disobey his word.
16	29	After this also the Lord looked upon the earth, And filled it with his blessings.
16	30	All manner of living things covered the face thereof; And into it is their return.
17	1	The Lord created man of the earth, And turned him back to it again.
17	2	He gave them days by number, and a set time, And gave them authority over the things that are thereon.
17	3	He endued them with strength proper to them; And made them according to his own image.
17	4	He put the fear of man upon all flesh, And gave him to have dominion over beasts and fowls.
17	5	
17	6	Counsel, and tongue, and eyes, Ears, and heart, gave he them to understand withal.
17	7	He filled them with the knowledge of wisdom, And showed them good and evil.
17	8	He set his eye upon their hearts, To show them the majesty of his works.
17	9	
17	10	And they will praise the name of his holiness, That they may declare the majesty of his works.
17	11	He added to them knowledge, And gave them a law of life for a heritage.
17	12	He made an everlasting covenant with them, And showed them his judgements.
17	13	Their eyes saw the majesty of his glory; And their ear heard the glory of his voice.
17	14	And he said to them, Beware of all unrighteousness; And he gave them commandment, each man concerning his neighbor.
17	15	Their ways are ever before him; They will not be hid from his eyes.
17	16	
17	17	For every nation he appointed a ruler; And Israel is the Lord’s portion.
17	18	
17	19	All their works are as the sun before him; And his eyes are continually upon their ways.
17	20	Their iniquities are not hid from him; And all their sins are before the Lord.
17	21	
17	22	With him the alms of a man is as a signet; And he will keep the bounty of a man as the apple of the eye.
17	23	Afterwards he will rise up and recompense them, And render their recompense upon their head.
17	24	Howbeit to those who repent he granteth a return; And he comforteth those who are losing patience.
17	25	Return to the Lord, and forsake sins: Make your prayer before his face, and lessen the offence.
17	26	Turn again to the Most High, and turn away from iniquity; And greatly hate the abominable thing.
17	27	Who will give praise to the Most High in the grave, Instead of them which live and return thanks?
17	28	Thanksgiving perishes from the dead, as from one that is not: He that is in life and health will praise the Lord.
17	29	How great is the mercy of the Lord, And his forgiveness to those who turn to him!
17	30	For all things can’t be in men, Because the son of man is not immortal.
17	31	What is brighter than the sun? yet this fails: And an evil man will think on flesh and blood.
17	32	He looks upon the power of the height of heaven: And all men are earth and ashes.
18	1	He that lives forever created all things in common.
18	2	The Lord alone will be justified.
18	3	
18	4	To none has he given power to declare his works: And who will trace out his mighty deeds?
18	5	Who shall number the strength of his majesty? And who shall also tell out his mercies?
18	6	As for the wondrous works of the Lord, it is not possible to take from them nor add to them, Neither is it possible to track them out.
18	7	When a man has finished, then he is but at the beginning; And when he ceaseth, then will he be in perplexity.
18	8	What is man, and whereto serves he? What is his good, and what is his evil?
18	9	The number of man’s days at the most are a hundred years.
18	10	As a drop of water from the sea, and a pebble from the sand; So are a few years in the day of eternity.
18	11	For this cause the Lord was longsuffering over them, And poured out his mercy upon them.
18	12	He saw and perceived their end, that it is evil; Therefore he multiplied his forgiveness.
18	13	The mercy of a man is upon his neighbor; But the mercy of the Lord is upon all flesh; Reproving, and chastening, and teaching, And bringing again, as a shepherd does his flock.
18	14	He has mercy on those who accept chastening, And that diligently seek after his judgements.
18	15	My son, to your good deeds add no blemish; And no grief of words in any of your giving.
18	16	Shall not the dew assuage the scorching heat? So is a word better than a gift.
18	17	Behold, is not a word better than a gift? And both are with a gracious man.
18	18	A fool will upbrade ungraciously; And the gift of an envious man consumes the eyes.
18	19	Learn before you speak; And have a care of your health or ever you be sick.
18	20	Before judgement examine yourself; And in the hour of visitation you will find forgiveness.
18	21	Humble yourself before you be sick; And in the time of sins show repentance.
18	22	Let nothing hinder you to pay your vow in due time; And wait not until death to be justified.
18	23	Before you make a vow, prepare yourself; And be not as a man that tempts the Lord.
18	24	Think upon the wrath that will be in the days of the end, And the time of vengeance, when he turns away his face.
18	25	In the days of fulness remember the time of hunger, And poverty and lack in the days of wealth.
18	26	From morning until evening the time changes; And all things are speedy before the Lord.
18	27	A wise man will fear in everything; And in days of sinning he will beware of offence.
18	28	Every man of understanding knows wisdom; And he will give thanks to him that found her.
18	29	They that were of understanding in sayings became also wise themselves, And poured forth apt proverbs.
18	30	Go not after your lusts; And refrain yourself from your appetites.
18	31	If you give fully to your soul the delight of her desire, She will make you the laughing stock of your enemies.
18	32	Make not merry in much luxury; Neither be tied to the expense thereof.
18	33	Be not made a beggar by banqueting upon borrowing, When you have nothing in your purse.
19	1	A workman that is a drunkard will not become rich: He that despises small things will fall by little and little.
19	2	Wine and women will make men of understanding to fall away: And he that cleaves to harlots will be the more reckless.
19	3	Moths and worms will have him to heritage; And a reckless soul will be taken away.
19	4	He that is hasty to trust is light-minded; And he that sins will offend against his own soul.
19	5	He that makes merry in his heart will be condemned:
19	6	And he that hates talk has the less wickedness.
19	7	Never repeat what is told you, And you will fare never the worse.
19	8	Whether it be of friend or foe, tell it not; And unless it is a sin to you, reveal it not.
19	9	For he has heard you, and observed you, And when the time comes he will hate you.
19	10	Hast you heard a word? let it die with you: Be of good courage, it will not burst you.
19	11	A fool will travail in pain with a word, As a woman in labor with a child.
19	12	As an arrow that sticks in the flesh of the thigh, So is a word in a fool’s belly.
19	13	Reprove a friend; it may be he did it not: And if he did something, that he may do it no more.
19	14	Reprove your neighbor; it may be he said it not: And if he has said it, that he may not say it again.
19	15	Reprove a friend; for many times there is slander: And trust not every word.
19	16	There is one that slips, and not from the heart: And who is he that has not sinned with his tongue?
19	17	Reprove your neighbor before you threaten him; And give place to the law of the Most High.
19	20	All wisdom is the fear of the Lord; And in all wisdom is the doing of the law.
19	21	
19	22	And the knowledge of wickedness is not wisdom; And the prudence of sinners is not counsel.
19	23	There is a wickedness, and the same is abomination; And there is a fool lacking in wisdom.
19	24	Better is one that has small understanding, and fears, Than one that has much prudence, and transgresses the law.
19	25	There is an exquisite subtlety, and the same is unjust; And there is one that perverteth favor to gain a judgement.
19	26	There is one that does wickedly, that hangs down his head with mourning; But inwardly he is full of deceit,
19	27	Bowing down his face, and making as if he were deaf of one ear: Where he is not known, he will be beforehand with you.
19	28	And if for lack of power he be hindered from sinning, If he find opportunity, he will do mischief.
19	29	A man will be known by his look, And one that has understanding will be known by his face, when you meet him.
19	30	A man’s attire, and grinning laughter, And gait, show what he is.
20	1	There is a reproof that is not comely; And there is a man that keeps silence, and he is wise.
20	2	How good is it to reprove, rather than to be angry; And he that makes confession will be kept back from hurt.
20	3	
20	4	As is the lust of an eunuch to deflower a virgin; So is he that executes judgements with violence.
20	5	There is one that keeps silence, and is found wise; And there is one that is hated for his much talk.
20	6	There is one that keeps silence, for he has no answer to make; And there is that keeps silence, as knowing his time.
20	7	A wise man will be silent till his time come; But the braggart and fool will overpass his time.
20	8	He that uses many words will be abhorred; And he that takes to himself authority therein will be hated.
20	9	There is a prosperity that a man finds in misfortunes; And there is a gain that turns to loss.
20	10	There is a gift that will not profit you; And there is a gift whose recompense is double.
20	11	There is an abasement because of glory; And there is that has lifted up his head from a low estate.
20	12	There is that buys much for a little, And pays for it again sevenfold.
20	13	He that is wise in words will make himself beloved; But the pleasantries of fools will be wasted.
20	14	The gift of a fool will not profit you; For his eyes are many instead of one.
20	15	He will give little, and upbraid much; And he will open his mouth like a crier: Today he will lend, and tomorrow he will ask it again: Such an one is a hateful man.
20	16	The fool will say, I have no friend, And I have no thanks for my good deeds; They that eat my bread are of evil tongue.
20	17	How often, and of how many, will he be laughed to scorn!
20	18	A slip on a pavement is better than a slip with the tongue; So the fall of the wicked will come speedily.
20	19	A man without grace is as a tale out of season: It will be continually in the mouth of the ignorant.
20	20	A wise sentence from a fool’s mouth will be rejected; For he will not speak it in its season.
20	21	There is that is hindered from sinning through lack; And when he takes rest, he will not be troubled.
20	22	There is that destroys his soul through bashfulness; And by a foolish countenance he will destroy it.
20	23	There is that for bashfulness promises to his friend; And he makes him his enemy for nothing.
20	24	A lie is a foul blot in a man: It will be continually in the mouth of the ignorant.
20	25	A thief is better than a man that is continually lying: But they both will inherit destruction.
20	26	The disposition of a liar is dishonor; And his shame is with him continually.
20	27	He that is wise in words will advance himself; And one that is prudent will please great men.
20	28	He that tils his land will raise his heap high; And he that pleases great men will get pardon for iniquity.
20	29	Presents and gifts blind the eyes of the wise, And as a muzzle on the mouth, turn away reproofs.
20	30	Wisdom that is hid, and treasure that is out of sight, What profit is in them both?
20	31	Better is a man that hides his folly Than a man that hides his wisdom.
20	32	
21	1	My son, have you sinned? add no more thereto; And make supplication for your former sins.
21	2	Flee from sin as from the face of a serpent; For if you draw near it will bite you: The teeth thereof are the teeth of a lion, Slaying the souls of men.
21	3	All iniquity is as a two-edged sword; Its stroke has no healing.
21	4	Terror and violence will lay waste riches; So the house of a haughty man will be laid waste.
21	5	Supplication from a poor man’s mouth reaches to the ears of God, And his judgement comes speedily.
21	6	One that hates reproof is in the path of the sinner; And he that fears the Lord will turn again in his heart.
21	7	He that is mighty in tongue is known afar off: But the man of understanding knows when he slips.
21	8	He that builds his house with other men’s money Is like one that gathers himself stones against winter.
21	9	The congregation of wicked men is as tow wrapped together; And the end of them is a flame of fire.
21	10	The way of sinners is made smooth with stones; And at the last end thereof is the pit of Hades.
21	11	He that keeps the law becomes master of the intent thereof; And the end of the fear of the Lord is wisdom.
21	12	He that is not clever will not be instructed; And there is a cleverness which makes bitterness to abound.
21	13	The knowledge of a wise man will be made to abound as a flood; And his counsel as a fountain of life.
21	14	The inward parts of a fool are like a broken vessel; And he will hold no knowledge.
21	15	If a man of knowledge hear a wise word, He will commend it, and add to it: The dissolute man hears it, and it displeases him, And he puts it away behind his back.
21	16	The discourse of a fool is like a burden in the way; But grace will be found on the lips of the wise.
21	17	The mouth of the prudent man will be sought for in the congregation; And they will ponder his words in their heart.
21	18	As a house that is destroyed, so is wisdom to a fool; And the knowledge of an unwise man is as talk without sense.
21	19	Instruction is as fetters on the feet of an unwise man, And as manacles on the right hand.
21	20	A fool lifts up his voice with laughter; But a clever man will scarce smile quietly.
21	21	Instruction is to a prudent man as an ornament of gold, And as a bracelet upon his right arm.
21	22	The foot of a fool is soon in another man’s house; But a man of experience will be ashamed of entering.
21	23	A foolish man peepeth in from the door of another man’s house; But a man that is instructed will stand without.
21	24	It is a lack of instruction in a man to listen at the door; But the prudent man will be grieved with the disgrace.
21	25	The lips of strangers will be grieved at these things; But the words of prudent men will be weighed in the balance.
21	26	The heart of fools is in their mouth; But the mouth of wise men is their heart.
21	27	When the ungodly curses Satan, He curses his own soul.
21	28	A whisperer defiles his own soul, And will be hated wherever he sojourneth.
22	1	A slothful man is compared to a stone that is defiled; And every one will hiss him out in his disgrace.
22	2	A slothful man is compared to the filth of a dunghill: Every man that takes it up will shake out his hand.
22	3	A father has shame in having begotten an uninstructed son; And a foolish daughter is born to his loss.
22	4	A prudent daughter will inherit a husband of her own; And she that brings shame is the grief of her father.
22	5	She that is bold brings shame upon father and husband; And she will be despised of them both.
22	6	Unseasonable discourse is as music in mourning; But stripes and correction are wisdom at every season.
22	7	He that teaches a fool is as one that glues a potsherd together; Even as one that wakes a sleeper out of a deep sleep.
22	8	He that discourseth to a fool is as one discoursing to a man that slumbereth; And at the end he will say, What is it?
22	11	Weep for the dead, for light has failed him; And weep for a fool, for understanding has failed him: Weep more sweetly for the dead, because he has found rest; But the life of the fool is worse than death.
22	12	Seven days are the days of mourning for the dead; But for a fool and an ungodly man, all the days of his life.
22	13	Talk not much with a foolish man, And go not to one that has no understanding: Beware of him, lest you have trouble; And so you shall not be defiled in his onslaught: Turn away from him, and you will find rest; And so you shall not be wearied in his madness.
22	14	What shall be heavier than lead? And what is the name thereof, but a fool?
22	15	Sand, and salt, and a mass of iron, is easier to bear, Than a man without understanding.
22	16	Timber girded and bound into a building will not be loosed with shaking: So a heart established in due season on well advised counsel will not be afraid.
22	17	A heart settled upon a thoughtful understanding Is as an ornament of plaister on a polished wall.
22	18	Pales set on a high place will not stand against the wind: So a fearful heart in the imagination of a fool will not stand against any fear.
22	19	He that pricks the eye will make tears to fall; And he that pricks the heart makes it to show feeling.
22	20	Whoso casts a stone at birds frays them away; And he that upbraids a friend will dissolve friendship.
22	21	If you have drawn a sword against a friend, despair not; For there may be a returning.
22	22	If you have opened your mouth against a friend, fear not; For there may be a reconciling; Except it be for upbraiding, and arrogance, and disclosing of a secret, and a treacherous blow: For these things every friend will flee.
22	23	Gain trust with your neighbor in his poverty, That in his prosperity you may have gladness: Abide stedfast to him in the time of his affliction, That you may be heir with him in his inheritance.
22	24	Before fire is the vapor and smoke of a furnace; So revilings before bloodshed.
22	25	I will not be ashamed to shelter a friend; And I will not hide myself from his face:
22	26	And if any evil happen to me because of him, Every one that hears it will beware of him.
22	27	Who shall set a watch over my mouth, And a seal of shrewdness upon my lips, That I fall not from it, and that my tongue destroy me not?
23	1	O Lord, Father and Master of my life, Abandon me not to their counsel: Suffer me not to fall by them.
23	2	Who will set scourges over my thought, And a discipline of wisdom over my heart? That they spare me not for my ignorances, And my heart pass not by their sins:
23	3	That my ignorances be not multiplied, And my sins abound not; And I will fall before my adversaries, And my enemy rejoice over me.
23	4	O Lord, Father and God of my life, Give me not a proud look,
23	5	And turn away concupiscense from me.
23	6	Let not greediness and chambering overtake me; And give me not over to a shameless mind.
23	7	Hear you, my children, the discipline of the mouth; And he that keeps it will not be taken.
23	8	The sinner will be overtaken in his lips; And the reviler and the proud man will stumble therein.
23	9	Accustom not your mouth to an oath; And be not accustomed to the naming of the Holy One.
23	10	For as a servant that is continually scourged will not lack a bruise, So he also that swears and names God continually will not be cleansed from sin.
23	11	A man of many oaths will be filled with iniquity; And the scourge will not depart from his house: If he shall offend, his sin will be upon him; And if he disregard it, he has sinned doubly; And if he has sworn in vain, he will not be justified; For his house will be filled with calamities.
23	12	There is a manner of speech that is clothed about with death: Let it not be found in the heritage of Jacob; For all these things will be far from the godly, And they will not wallow in sins.
23	13	Accustom not your mouth to gross rudeness, For therein is the word of sin.
23	14	Remember your father and your mother, For you sit in the midst of great men; That you be not forgetful before them, And become a fool by your custom; So will you wish that you had not been born, And curse the day of your nativity.
23	15	A man that is accustomed to words of reproach Will not be corrected all the days of his life.
23	16	Two sorts of men multiply sins, And the third will bring wrath: A hot mind, as a burning fire, will not be quenched till it be consumed: A fornicator in the body of his flesh will never cease till he has burned out the fire.
23	17	All bread is sweet to a fornicator: He will not leave off till he die.
23	18	A man that goes astray from his own bed, Saying in his heart, Who sees me? Darkness is round about me, and the walls hide me, And no man sees me; of whom am I afraid? The Most High will not remember my sins;
23	19	—And the eyes of men are his terror, And he knows not that the eyes of the Lord are ten thousand times brighter than the sun, Beholding all the ways of men, And looking into secret places.
23	20	All things were known to him or ever they were created; And in like manner also after they were perfected.
23	21	This man will be punished in the streets of the city; And where he suspected not he will be taken.
23	22	So also a wife that leaves her husband, And brings in an heir by a stranger.
23	23	For first, she was disobedient in the law of the Most High; And secondly, she trespassed against her own husband; And thirdly, she played the adulteress in whoredom, And brought in children by a stranger.
23	24	She shall be brought out into the congregation; And upon her children will there be visitation.
23	25	Her children will not spread into roots, And her branches will bear no fruit.
23	26	She will leave her memory for a curse; And her reproach will not be blotted out.
23	27	And those who are left behind will know that there is nothing better than the fear of the Lord, And nothing sweeter than to take heed to the commandments of the Lord.
23	28	
24	1	Wisdom will praise herself, And will glory in the midst of her people.
24	2	In the congregation of the Most High will she open her mouth, And glory in the presence of his power.
24	3	I came forth from the mouth of the Most High, And covered the earth as a mist.
24	4	I lived in high places, And my throne is in the pillar of the cloud.
24	5	Alone I compassed the circuit of heaven, And walked in the depth of the abyss.
24	6	In the waves of the sea, and in all the earth, And in every people and nation, I got a possession.
24	7	With all these I sought rest; And in whose inheritance shall I lodge?
24	8	Then the Creator of all things gave me a commandment; And he that created me made my tabernacle to rest, And said, Let your tabernacle be in Jacob, And your inheritance in Israel.
24	9	He created me from the beginning before the world; And to the end I will not fail.
24	10	In the holy tabernacle I ministered before him; And so was I established in Sion.
24	11	In the beloved city likewise he gave me rest; And in Jerusalem was my authority.
24	12	And I took root in a people that was glorified, Even in the portion of the Lord’s own inheritance.
24	13	I was exalted like a cedar in Libanus, And as a cypress tree on the mountains of Hermon.
24	14	I was exalted like a palm tree on the sea shore, And as rose plants in Jericho, And as a fair olive tree in the plain; And I was exalted as a plane tree.
24	15	As cinnamon and aspalathus, I have given a scent of perfumes; And as choice myrrh, I spread abroad a pleasant odour; As galbanum, and onyx, and stacte, And as the fume of frankincense in the tabernacle.
24	16	As the terebinth I stretched out my branches; And my branches are branches of glory and grace.
24	17	As the vine I put forth grace; And my flowers are the fruit of glory and riches.
24	18	
24	19	Come to me, you that are desirous of me, And be you filled with my produce.
24	20	For my memorial is sweeter than honey, And my inheritance than the honeycomb.
24	21	They that eat me will yet be hungry; And those who drink me will yet be thirsty.
24	22	He that obeys me will not be ashamed; And those who work in me will not do amiss.
24	23	All these things are the book of the covenant of the Most High God, Even the law which Moses commanded us for a heritage to the assemblies of Jacob.
24	24	
24	25	It is he that makes wisdom abundant, as Pishon, And as Tigris in the days of new fruits;
24	26	That makes understanding full as Euphrates, And as Jordan in the days of harvest;
24	27	That makes instruction to shine forth as the light, As Gihon in the days of vintage.
24	28	The first man knew her not perfectly; And in like manner the last has not traced her out.
24	29	For her thoughts are filled from the sea, And her counsels from the great deep.
24	30	And I came out as a stream from a river, And as a conduit into a garden.
24	31	I said, I will water my garden, And will water abundantly my garden bed; And, behold, my stream became a river, And my river became a sea.
24	32	I will yet bring instruction to light as the morning, And will make these things to shine forth afar off.
24	33	I will yet pour out doctrine as prophecy, And leave it to generations of ages.
24	34	Behold that I have not laboured for myself only, But for all those who diligently seek her.
25	1	In three things I was beautified, And stood up beautiful before the Lord and men: The concord of kindred, and friendship of neighbors, And a woman and her husband that walk together in agreement.
25	2	But three sorts of men my soul hates, And I am greatly offended at their life: A poor man that is haughty, and a rich man that is a liar, And an old man that is an adulterer lacking understanding.
25	3	In your youth you have not gathered, And how should you find in your old age?
25	4	How beautiful a thing is judgement for gray hairs, And for elders to know counsel!
25	5	How beautiful is the wisdom of old men, And thought and counsel to men that are in honor!
25	6	Much experience is the crown of old men; And their glorying is the fear of the Lord.
25	7	There be nine things that I have thought of, and in my heart counted happy; And the tenth I will utter with my tongue: A man that has joy of his children; A man that lives and looks upon the fall of his enemies:
25	8	Happy is he that dwells with a wife of understanding; And he that has not slipped with his tongue; And he that has not served a man that is unworthy of him:
25	9	Happy is he that has found prudence; And he that discourseth in the ears of those who listen.
25	10	How great is he that has found wisdom! Yet is there none above him that fears the Lord.
25	11	The fear of the Lord passes all things: He that holds it, to whom shall he be likened?
25	12	
25	13	Give me any plague but the plague of the heart; And any wickedness but the wickedness of a woman;
25	14	Any calamity, but a calamity from those who hate me; And any vengeance, but the vengeance of enemies.
25	15	There is no head above the head of a serpent; And there is no wrath above the wrath of an enemy.
25	16	I will rather dwell with a lion and a dragon, Than keep house with a wicked woman.
25	17	The wickedness of a woman changes her look, And darkens her countenance as a bear does.
25	18	Her husband will sit at meat among his neighbors, And when he hears it he sighs bitterly.
25	19	All malice is but little to the malice of a woman: Let the portion of a sinner fall on her.
25	20	As the going up a sandy way is to the feet of the aged, So is a wife full of words to a quiet man.
25	21	Throw not yourself upon the beauty of a woman; And desire not a woman for her beauty.
25	22	There is anger, and impudence, and great reproach, If a woman maintain her husband.
25	23	A wicked woman is abasement of heart, And sadness of countenance, and a wounded heart: A woman that will not make her husband happy Is as hands that hang down, and palsied knees.
25	24	From a woman was the beginning of sin; And because of her we all die.
25	25	Give not water an outlet; Neither to a wicked woman freedom of speech.
25	26	If she go not as you would have her, Cut her off from your flesh.
26	1	Happy is the husband of a good wife; And the number of his days will be twofold.
26	2	A brave woman rejoices her husband; And he will fulfil his years in peace.
26	3	A good wife is a good portion: She will be given in the portion of such as fear the Lord.
26	4	Whether a man be rich or poor, A good heart makes at all times a cheerful countenance.
26	5	Of three things my heart was afraid; And concerning the fourth kind I made supplication: The slander of a city, and the assembly of a multitude, and a false accusation: All these are more grievous than death.
26	6	A grief of heart and sorrow is a woman that is jealous of another woman, And the scourge of a tongue communicating to all.
26	7	A wicked woman is as a yoke of oxen shaken to and fro: He that takes hold of her is as one that graspeth a scorpion.
26	8	A drunken woman causes great wrath; And she will not cover her own shame.
26	9	The whoredom of a woman is in the lifting up of her eyes; And it will be known by her eyelids.
26	10	Keep strict watch on a headstrong daughter, Lest she find liberty for herself, and use it.
26	11	Look well after an impudent eye; And marvel not if it trespass against you.
26	12	She will open her mouth, as a thirsty traveller, And drink of every water that is near: At every post will she sit down, And open her quiver against any arrow.
26	13	The grace of a wife will delight her husband; And her knowledge will fatten his bones.
26	14	A silent woman is a gift of the Lord; And there is nothing so much worth as a well-instructed soul.
26	15	A shamefast woman is grace upon grace; And there is no price worthy of a continent soul.
26	16	As the sun when it arises in the highest places of the Lord, So is the beauty of a good wife in the ordering of a man’s house.
26	17	As the lamp that shineth upon the holy candlestick, So is the beauty of the face in ripe age.
26	18	As the golden pillars are upon a base of silver, So are beautiful feet with the breasts of one that is stedfast.
26	28	For two things my heart is grieved; And for the third anger comes upon me: A man of war that suffers for poverty; And men of understanding that are counted as refuse: One that turns back from righteousness to sin; The Lord will prepare him for the sword.
26	29	A merchant shall hardly keep himself from wrong doing; And a huckster will not be acquitted of sin.
27	1	Many have sinned for a thing indifferent; And he that seeks to multiply gain will turn his eye away.
27	2	A nail will stick fast between the joinings of stones; And sin will thrust itself in between buying and selling.
27	3	Unless a man hold on diligently in the fear of the Lord, His house will soon be overthrown.
27	4	In the shaking of a sieve, the refuse remains; So the filth of man in his reasoning.
27	5	The furnace will prove the potter’s vessels; And the trial of a man is in his reasoning.
27	6	The fruit of a tree declares the husbandry thereof; So is the utterance of the thought of the heart of a man.
27	7	Praise no man before you hear him reason; For this is the trial of men.
27	8	If you follow righteousness, you will obtain her, And put her on, as a long robe of glory.
27	9	Birds will resort to their like; And truth will return to those who practise her.
27	10	The lion lies in wait for prey; So does sin for those who work iniquity.
27	11	The discourse of a godly man is always wisdom: But the foolish man changes as the moon.
27	12	Among men void of understanding observe the opportunity; But stay continually among the thoughtful.
27	13	The discourse of fools is an offence; And their laughter is in the wantonness of sin.
27	14	The talk of a man of many oaths will make the hair stand upright; And their strife makes one stop his ears.
27	15	The strife of the proud is a shedding of blood; And their reviling of each other is a grievous thing to hear.
27	16	He that reveals secrets destroys credit, And will not find a friend to his mind.
27	17	Love a friend, and keep faith with him: But if you reveal his secrets, You shall not pursue after him;
27	18	For as a man has destroyed his enemy, So have you destroyed the friendship of your neighbor.
27	19	And as a bird which you have loosed out of your hand, So have you let your neighbor go, and you will not catch him again:
27	20	Pursue him not, for he is gone far away, And has escaped as a gazelle out of the snare.
27	21	For a wound may be bound up, and after reviling there may be a reconcilement; But he that reveals secrets has lost hope.
27	22	One that winks with the eye contriveth evil things; And no man will remove him from it.
27	23	When you are present, he will speak sweetly, And will admire your words; But afterward he will writhe his mouth, And set a trap for you in your words.
27	24	I have hated many things, but nothing like him; And the Lord will hate him.
27	25	One that casts a stone on high casts it on his own head; And a deceitful stroke will open wounds.
27	26	He that digs a pit will fall into it; And he that sets a snare will be taken therein.
27	27	He that does evil things, they will roll upon him, And he will not know whence they have come to him.
27	28	Mockery and reproach are from the haughty; And vengeance, as a lion, will lie in wait for him.
27	29	They that rejoice at the fall of the godly will be taken in a snare; And anguish will consume them before they die.
27	30	Wrath and anger, these also are abominations; And a sinful man will possess them.
28	1	He that takes vengeance will find vengeance from the Lord; And he will surely make firm his sins.
28	2	Forgive your neighbor the hurt that he has done you; And then your sins will be pardoned when you pray.
28	3	Man cherisheth anger against man; And does he seek healing from the Lord?
28	4	Upon a man like himself he has no mercy; And does he make supplication for his own sins?
28	5	He being himself flesh nourishes wrath: Who will make atonement for his sins?
28	6	Remember your last end, and cease from enmity: Remember corruption and death, and abide in the commandments.
28	7	Remember the commandments, and be not angry with your neighbor; And remember the covenant of the Highest, and wink at ignorance.
28	8	Abstain from strife, and you will diminish your sins: For a passionate man will kindle strife;
28	9	And a man that is a sinner will trouble friends, And will make debate among those who are at peace.
28	10	As is the fuel of the fire, so will it burn; And as the stoutness of the strife is, so will it burn: As is the strength of the man, so will be his wrath; And as is his wealth, so will he exalt his anger.
28	11	A contention begun in haste kindles a fire; And a hasty fighting sheds blood.
28	12	If you blow a spark, it will burn; And if you spit upon it, it will be quenched: And both these shall come out of your mouth.
28	13	Curse the whisperer and double-tongued: For he has destroyed many that were at peace.
28	14	A third person’s tongue has shaken many, And dispersed them from nation to nation; And it has pulled down strong cities, And overthrown the houses of great men.
28	15	A third person’s tongue has cast out brave women, And deprived them of their labors.
28	16	He that hearkens to it will not find rest, Nor shall he dwell quietly.
28	17	The stroke of a whip makes a mark in the flesh; But the stroke of a tongue will break bones.
28	18	Many have fallen by the edge of the sword: Yet not so many as those who have fallen because of the tongue.
28	19	Happy is he that is sheltered from it, That has not passed through the wrath thereof; That has not drawn its yoke, And has not been bound with its bands.
28	20	For the yoke thereof is a yoke of iron, And the bands thereof are bands of brass.
28	21	The death thereof is an evil death; And Hades were better than it.
28	22	It shall not have rule over godly men; And they shall not be burned in its flame.
28	23	They that forsake the Lord shall fall into it; And it shall burn among them, and shall not be quenched: It shall be sent forth upon them as a lion; And as a leopard it shall destroy them.
28	24	Look that you hedge your possession about with thorns; Bind up your silver and your gold;
28	25	And make a balance and a weight for your words; And make a door and a bar for your mouth.
28	26	Take heed lest you slip therein; Lest you fall before one that lies in wait.
29	1	He that shows mercy will lend to his neighbor; And he that strengthens him with his hand keeps the commandments.
29	2	Lend to your neighbor in time of his need; And pay you your neighbor again in due season.
29	3	Confirm your word, and keep faith with him; And at all seasons you shall find what you need.
29	4	Many have reckoned a loan as a windfall, And have given trouble to those that helped them.
29	5	Till he has received, he will kiss a man’s hands; And for his neighbor’s money he will speak submissly: And when payment is due, he will prolong the time, And return words of heaviness, and complain of the times.
29	6	If he prevail, he shall hardly receive the half; And he will count it as a windfall: If not, he has deprived him of his money, And he has gotten him for an enemy without cause: He will pay him with cursings and railings; And for honor he will pay him disgrace.
